iter	RMSE
145	64349.06629
146	64139.40471
147	63893.51781
148	63832.2752
149	63752.91972
150	63599.95812
151	63467.13374
152	63222.75469
153	63129.56532
154	62873.50086
155	62686.42192
156	62566.60942
157	62506.84614
158	62389.74384
159	62302.63332
160	62249.99698
161	62203.67646
162	61985.97561
163	61858.36427
164	61649.61998
165	61383.48523
166	61323.8409
167	61179.04092
168	61048.28804
169	60869.73734
170	60759.07777
171	60525.36506
172	60275.23079
173	60056.80494
174	59935.69981
175	59898.71018
176	59733.35555
177	59600.26225
178	59380.41287
179	59217.78376
180	59128.33088
181	58962.35571
182	58803.50376
183	58621.89792
184	58422.28128
185	58208.17512
186	58089.26543
187	57995.80677
188	57960.8721
189	57826.76393
190	57692.9838
191	57616.47683
192	57474.50136
193	57313.74156
194	57210.604
195	57135.57375
196	57087.11374
197	56934.47752
198	56747.63019
199	56565.40208
200	56405.73368
201	56326.39848
202	56192.57472
203	56078.30898
204	56013.51256
205	55784.28522
206	55719.90897
207	55608.58435
208	55581.56592
209	55483.81691
210	55343.50328
211	55193.05745
212	55138.93172
213	55059.58036
214	54921.67023
215	54808.46227
216	54656.4052
217	54559.9072
218	54369.68473
219	54222.85335
220	54152.76709
221	54054.72688
222	53951.2235
223	53885.73915
224	53757.6126
225	53733.73843
226	53632.61031
227	53508.9951
228	53387.98069
229	53338.24174
230	53233.12536
231	53070.87778
232	53041.38357
233	52891.81418
234	52849.40758
235	52722.96181
236	52605.9768
237	52493.19244
238	52391.71554
239	52240.90674
240	52135.42693
241	52096.31185
242	52015.18157
243	51938.38959
244	51887.35603
245	51801.26418
246	51700.7564
247	51638.42273
248	51531.20997
249	51492.873
250	51366.8075
251	51312.86431
252	51249.15049
253	51122.98684
254	51008.82741
255	50935.2834
256	50892.30278
257	50806.76334
258	50714.30363
259	50670.31987
260	50642.8755
261	50556.49449
262	50484.46342
263	50397.59502
264	50308.55683
265	50283.82091
266	50172.93183
267	50058.57122
268	49958.08735
269	49936.5647
270	49907.37285
271	49840.65797
272	49759.67804
273	49729.72085
274	49647.39702
275	49531.43735
276	49494.41885
277	49429.22216
278	49351.2293
279	49320.68963
280	49233.35649
281	49200.72465
282	49093.79301
283	48999.81107
284	48972.50101
285	48881.82823
286	48853.5515
287	48777.33781
288	48749.45342
289	48666.73701
290	48626.85219
291	48600.95346
292	48524.89381
293	48467.11883
294	48412.67928
295	48371.34161
296	48285.42163
297	48209.6952
298	48181.73515
299	48108.18929
300	48087.43511
301	48029.53502
302	47934.23139
303	47901.35839
304	47838.45558
305	47775.65511
306	47702.93536
307	47658.06914
308	47575.21016
309	47504.93012
310	47417.52671
311	47344.17189
312	47296.11307
313	47270.9297
314	47212.58646
315	47159.62124
316	47135.02133
317	47083.95867
318	47062.92462
319	47040.68847
320	47005.15553
321	46969.7938
322	46945.31976
323	46906.2904
324	46838.53079
325	46770.07846
326	46738.89021
327	46665.66405
328	46637.12971
329	46591.87579
330	46543.62273
331	46495.23512
332	46438.97456
333	46419.5632
334	46342.27647
335	46253.01718
336	46228.69776
337	46187.57693
338	46160.73263
339	46143.14579
340	46122.27357
341	46102.36864
342	46053.14612
343	45992.4699
344	45947.45155
345	45903.99878
346	45844.42469
347	45789.25781
348	45767.33835
349	45726.68222
350	45677.06931
351	45617.73281
352	45575.02744
353	45512.42112
354	45463.7319
355	45403.30978
356	45348.26934
357	45324.35696
358	45292.29829
359	45275.02455
360	45234.08419
361	45187.18778
362	45166.74802
363	45124.06734
364	45111.5218
365	45090.79295
366	45009.00382
367	44938.41395
368	44921.83191
369	44855.95518
370	44787.4267
371	44769.87734
372	44739.98725
373	44690.20258
374	44647.3514
375	44592.84627
376	44544.48866
377	44526.95492
378	44470.69643
379	44457.18295
380	44440.55217
381	44405.38577
382	44386.75917
383	44372.40349
384	44311.46869
385	44280.50725
386	44237.77726
387	44188.07691
388	44172.5154
389	44125.57806
390	44100.34654
391	44057.43224
392	44021.03096
393	43989.96113
394	43962.91298
395	43947.73028
396	43921.93365
397	43904.48269
398	43864.39005
399	43846.00018
400	43791.98404
401	43752.96422
402	43710.16742
403	43670.07534
404	43641.88609
405	43609.94932
406	43577.34379
407	43549.54566
408	43519.87691
409	43470.52652
410	43426.26942
411	43398.27483
412	43385.3742
413	43345.76429
414	43315.02774
415	43277.6953
416	43232.31243
417	43182.2971
418	43166.08683
419	43113.71929
420	43076.33114
421	43067.21474
422	43028.71503
423	42991.12865
424	42978.85472
425	42947.4728
426	42920.38738
427	42903.07591
428	42880.6264
429	42871.42764
430	42857.72113
431	42840.53516
432	42810.02259
433	42779.85265
434	42742.52535
435	42732.13215
436	42720.30529
437	42698.32548
438	42683.63065
439	42659.72141
440	42634.38154
441	42587.29127
442	42554.22263
443	42508.1572
444	42471.32604
445	42438.47979
446	42406.20156
447	42384.00936
448	42359.49899
449	42339.57338
450	42293.29836
451	42279.14724
452	42257.13009
453	42240.79389
454	42215.67654
455	42206.41202
456	42185.86498
457	42176.41352
458	42158.04943
459	42100.9421
460	42085.00581
461	42035.38681
462	42007.03131
463	41974.19066
464	41959.45832
465	41940.51584
466	41915.02051
467	41883.56925
468	41873.68853
469	41850.15232
470	41831.71539
471	41823.64565
472	41814.04813
473	41780.13534
474	41771.32208
475	41750.64785
476	41741.18408
477	41705.28764
478	41685.8079
479	41678.3978
480	41662.52981
481	41639.39627
482	41593.81718
483	41576.14445
484	41561.4274
485	41519.1647
486	41477.36863
487	41454.3837
488	41421.17774
489	41384.3816
490	41356.62752
491	41349.06033
492	41323.53534
493	41298.65143
494	41282.80742
495	41263.25779
496	41249.24227
497	41214.45335
498	41183.61888
499	41164.34945
500	41149.01674
501	41133.40396
502	41100.46829
503	41079.92421
504	41053.36695
505	41030.5521
506	41002.16346
507	40983.21265
508	40966.05704
509	40958.33437
510	40939.91545
511	40916.48943
512	40905.11075
513	40893.64134
514	40886.68798
515	40868.61703
516	40859.44957
517	40845.05603
518	40832.51911
519	40820.82494
520	40787.46023
521	40768.64976
522	40739.7355
523	40721.24442
524	40689.45869
525	40675.05613
526	40648.00498
527	40623.57025
528	40604.16362
529	40593.82323
530	40566.35639
531	40538.87846
532	40515.7755
533	40495.59629
534	40471.95226
535	40461.00503
536	40447.1003
537	40431.6988
538	40402.55158
539	40388.31482
540	40361.07064
541	40338.13595
542	40307.20814
543	40297.46847
544	40277.07322
545	40270.83519
546	40254.98552
547	40241.81266
548	40215.35724
549	40204.43745
550	40181.32005
551	40164.73506
552	40155.28762
553	40127.27797
554	40109.11792
555	40100.81946
556	40081.60982
557	40066.68155
558	40043.90571
559	40036.02616
560	40014.40738
561	39985.68202
562	39965.55003
563	39948.87056
564	39926.23538
565	39904.70533
566	39886.18921
567	39878.23053
568	39861.3958
569	39839.80127
570	39828.2682
571	39800.2052
572	39793.15848
573	39789.35166
574	39763.12107
575	39741.53813
576	39721.80161
577	39704.47614
578	39688.78168
579	39673.90765
580	39652.24335
581	39638.18019
582	39615.80013
583	39607.52131
584	39592.79103
585	39581.67986
586	39568.54069
587	39551.23009
588	39537.60675
589	39520.07938
590	39514.63411
591	39496.16769
592	39482.30055
593	39469.49049
594	39449.78223
595	39437.44653
596	39424.39152
597	39412.73923
598	39401.89944
599	39378.02581
600	39361.89266
601	39344.69635
602	39332.7436
603	39317.34235
604	39307.04376
605	39290.66208
606	39285.26048
607	39267.51617
608	39250.38055
609	39230.95385
610	39214.44232
611	39203.3707
612	39183.71268
613	39180.7424
614	39169.37048
615	39152.59356
616	39141.04543
617	39131.37383
618	39112.62179
619	39103.55611
620	39089.73671
621	39079.81141
622	39065.18908
623	39049.21161
624	39031.43366
625	39020.9581
626	39010.33116
627	38994.88896
628	38978.09663
629	38962.77533
630	38953.88481
631	38941.81178
632	38932.80143
633	38918.50605
634	38914.14556
635	38907.23111
636	38892.60725
637	38880.53653
638	38864.52723
639	38851.27436
640	38838.77688
641	38830.43826
642	38821.5002
643	38813.50558
644	38798.35935
645	38785.0254
646	38774.99104
647	38751.93257
648	38746.92706
649	38732.86652
650	38713.2536
651	38710.35665
652	38694.22737
653	38676.60048
654	38664.66256
655	38650.47187
656	38635.46948
657	38621.59953
658	38603.08987
659	38588.28249
660	38575.49637
661	38564.48629
662	38553.30766
663	38544.43154
664	38536.51608
665	38527.04436
666	38514.59597
667	38496.55736
668	38488.93962
669	38477.63234
670	38470.22121
671	38455.30395
672	38444.2029
673	38429.58073
674	38416.62446
675	38406.2727
676	38383.35754
677	38370.53466
678	38361.13923
679	38345.77874
680	38337.5151
681	38327.29071
682	38313.64499
683	38279.13588
684	38273.10758
685	38256.81942
686	38243.64569
687	38234.31319
688	38229.03839
689	38223.70028
690	38203.61963
691	38190.53756
692	38174.66178
693	38165.73989
694	38153.66726
695	38144.00599
696	38138.51217
697	38126.29335
698	38114.10775
699	38107.02633
700	38096.94669
701	38082.66395
702	38066.89115
703	38049.57658
704	38041.25263
705	38033.81718
706	38024.57982
707	38012.77416
708	38000.81354
709	37993.51836
710	37986.46452
711	37976.9193
712	37966.9445
713	37954.07163
714	37946.17335
715	37926.53379
716	37906.19445
717	37895.38516
718	37887.83044
719	37878.19378
720	37854.63028
721	37850.55639
722	37836.2999
723	37827.36581
724	37810.89468
725	37798.17948
726	37791.07613
727	37780.09379
728	37762.02633
729	37751.23712
730	37741.79467
731	37716.15373
732	37703.83891
733	37700.25651
734	37686.10683
735	37671.8957
736	37659.10713
737	37651.97739
738	37640.82197
739	37620.69477
740	37610.07542
741	37598.28329
742	37589.54193
743	37577.33446
744	37556.95664
745	37551.98409
746	37544.58399
747	37541.57837
748	37531.83508
749	37514.57432
750	37504.96534
751	37489.89829
752	37483.96312
753	37477.74173
754	37470.35302
755	37464.02963
756	37459.74908
757	37450.44652
758	37437.76069
759	37424.11863
760	37414.47403
761	37402.5534
762	37398.31318
763	37391.38394
764	37387.57563
765	37378.35759
766	37371.38094
767	37361.79649
768	37335.8039
769	37329.27475
770	37319.82024
771	37308.81515
772	37300.55652
773	37291.44884
774	37275.61174
775	37265.03914
776	37256.0171
777	37243.21674
778	37236.01358
779	37219.64588
780	37200.99882
781	37195.60153
782	37186.75541
783	37177.22012
784	37171.14613
785	37162.77846
786	37153.12979
787	37148.27319
788	37143.20727
789	37133.38457
790	37126.28987
791	37110.03543
792	37092.65487
793	37081.96261
794	37070.54379
795	37061.9741
796	37052.56307
797	37047.45818
798	37033.42364
799	37022.02206
800	37014.80974
801	36998.98011
802	36988.70951
803	36972.78135
804	36966.6729
805	36956.16073
806	36949.21019
807	36941.6431
808	36933.06266
809	36924.24827
810	36910.34438
811	36895.99246
812	36884.35625
813	36878.42763
814	36868.14374
815	36860.4721
816	36853.72483
817	36837.74201
818	36830.50768
819	36821.39142
820	36815.33493
821	36800.72202
822	36787.62508
823	36774.52365
824	36759.38201
825	36750.91226
826	36745.34059
827	36739.24295
828	36731.56658
829	36720.53879
830	36712.78707
831	36704.5933
832	36694.1585
833	36681.59679
834	36673.07088
835	36661.52706
836	36654.22939
837	36649.19196
838	36640.26929
839	36635.75558
840	36627.85199
841	36616.61658
842	36609.06518
843	36603.12996
844	36590.97782
845	36581.0853
846	36569.31742
847	36560.65615
848	36554.97986
849	36543.64951
850	36534.78348
851	36522.7627
852	36519.24611
853	36510.16039
854	36501.04455
855	36493.68849
856	36484.20194
857	36480.65046
858	36471.24418
859	36461.20797
860	36457.17839
861	36449.99757
862	36437.79517
863	36430.12296
864	36423.55119
865	36410.4718
866	36402.35344
867	36395.85062
868	36389.45281
869	36382.1705
870	36368.43316
871	36360.88504
872	36352.89741
873	36347.9106
874	36333.81608
875	36325.28709
876	36314.61392
877	36306.79341
878	36290.94033
879	36283.56401
880	36277.63815
881	36265.43574
882	36253.03375
883	36243.91284
884	36237.13329
885	36228.45493
886	36221.3158
887	36215.47307
888	36208.88281
889	36206.02756
890	36197.95331
891	36186.62332
892	36181.88661
893	36176.24468
894	36170.65032
895	36160.33236
896	36145.48694
897	36135.65089
898	36125.21634
899	36117.31965
900	36111.59994
901	36102.67834
902	36094.09517
903	36082.05406
904	36075.98033
905	36053.00945
906	36031.68531
907	36026.56931
908	36021.36954
909	36016.88001
910	35998.72634
911	35986.23428
912	35977.14776
913	35973.65117
914	35968.62564
915	35954.10195
916	35939.87536
917	35936.33296
918	35916.85132
919	35908.39841
920	35904.78759
921	35893.35633
922	35873.4827
923	35869.47312
924	35859.15574
925	35841.13209
926	35829.56544
927	35822.09178
928	35814.80741
929	35809.52266
930	35798.23095
931	35783.44412
932	35773.86914
933	35760.13011
934	35750.98467
935	35736.13507
936	35731.47986
937	35725.97653
938	35716.21264
939	35702.48145
940	35700.66121
941	35694.84096
942	35687.98473
943	35680.01407
944	35666.91202
945	35662.08735
946	35649.8258
947	35644.70354
948	35643.11621
949	35634.11866
950	35627.98015
951	35615.53251
952	35606.14019
953	35597.74471
954	35585.46433
955	35580.73814
956	35569.87783
957	35560.16896
958	35555.37427
959	35551.17485
960	35546.39002
961	35541.04679
962	35527.75096
963	35515.44916
964	35507.5861
965	35495.19813
966	35483.73517
967	35478.03744
968	35472.69055
969	35467.3552
970	35463.11971
971	35459.53551
972	35456.49821
973	35445.97666
974	35435.75691
975	35429.83642
976	35421.20211
977	35415.79354
978	35413.35592
979	35406.40392
980	35396.32026
981	35389.77537
982	35382.89392
983	35377.47484
984	35369.29434
985	35364.81642
986	35359.85827
987	35354.01632
988	35347.5419
989	35332.79291
990	35324.83348
991	35318.92258
992	35309.01798
993	35294.68791
994	35290.92833
995	35277.96333
996	35270.50053
997	35264.23675
998	35252.75056
999	35248.77988
